STATION,NAME,DATE,AWND,FMTM,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF2,WDF5,WESD,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22,WV01,WV03
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/6/2008,7.61,2356,2354,0,0,0,,50,38,,200,200,0,16.1,21.9,,,,,1,,,,,,,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/7/2008,9.17,227,233,0.09,0,0,,49,43,,190,190,0,19.9,23.9,1,,,,1,,,,,,,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/8/2008,4.47,1225,1224,0,0,0,,45,39,,180,170,0,10.1,14.1,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/9/2008,5.82,2324,2323,0.06,0,0,,46,42,,220,230,0,17,23,,,,,1,,,,,,,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/10/2008,6.04,2233,17,0.05,0,0,,48,44,,10,220,0,15,17.9,1,,,,1,,,,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/11/2008,9.4,1042,1041,0,0,0,,45,38,,20,20,0,17.9,21.9,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/12/2008,13.42,1807,1516,0.73,0,0,,45,34,,220,190,0,32,45,1,,,,1,,,1,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/13/2008,8.72,1302,1126,0.34,0.8,0,,40,32,,10,350,0,17.9,23.9,1,,,,1,,,,,,1,,,1,,1,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/14/2008,17.45,958,2155,0.06,0.7,2,,32,22,,120,90,0,29.1,34.9,1,,,,,,,1,,,1,,,1,,1,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/15/2008,11.63,1433,1314,0,0,1,,30,19,,30,30,0,19.9,23,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/16/2008,6.49,143,142,0,0,1,,31,20,,10,20,0,16.1,19.9,,,,,,,,1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/17/2008,17.22,1224,1020,0.05,0,1,,36,29,,180,190,0,29.1,38.9,1,,,,1,,,,,,1,,,1,,1,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/18/2008,11.63,1307,1307,0.18,2.7,1,,35,25,,350,350,0,19.9,23,1,1,,,1,,,,,,,,,1,,1,,,1,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/19/2008,5.14,2358,2356,0,0,2,,27,20,,30,30,0,12.1,14.1,1,,,,,,,1,,,,,,1,,1,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/20/2008,12.08,2341,2341,0.16,3,3,,26,14,,120,120,0,25.9,32,1,,,,,,,1,,,1,,,1,,1,,,1,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/21/2008,15.21,1112,17,0.27,3,5,,31,24,,120,100,0,23,29.1,1,,,,1,,,1,,,,,,1,1,1,,,1,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/22/2008,7.38,1601,1558,0.02,0.6,6,,34,27,,10,360,0,14.1,17,1,,,,,,,,,,1,,,1,,1,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/23/2008,5.14,2312,2356,0,0,4,,35,29,,120,130,0,8.9,12.1,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/24/2008,10.74,1413,1417,0.44,2.6,4,,38,30,,180,180,0,21.9,29.1,1,,,,1,,,,,,1,,,1,,1,,,1,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/25/2008,6.71,326,323,0.2,0.4,4,,36,33,,180,170,0,17.9,25.1,1,,,,1,,,,,,1,,,1,1,1,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/26/2008,6.71,1548,1547,0.15,0.1,3,,38,32,,150,160,0,15,17.9,1,,,,1,,,,,,1,,,1,,1,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/27/2008,11.86,1428,1428,0.29,0,2,,44,37,,190,190,0,21,25.9,1,,,,1,,,,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/28/2008,8.05,1258,1257,0.35,0,0,,44,38,,220,220,0,19.9,23.9,1,,,,1,,,,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/29/2008,14.54,1532,1531,0.26,0,0,,42,36,,230,210,0,30,46.1,1,,,,1,,,,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/30/2008,8.05,2143,1853,0.12,0,0,,43,34,,200,170,0,17,21.9,1,,,,1,,,,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/31/2008,16.11,241,226,0.09,0,0,,44,37,,210,230,0,32,44.1,1,,,,1,,,,,,,1,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/1/2009,8.5,1148,1147,0.71,0,0,,46,36,,230,220,0,21.9,30,1,,,,1,,,,,,1,1,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/2/2009,6.49,358,357,0.12,0.2,0,,38,33,,340,340,0,16.1,21.9,1,,,,1,,,,,,1,,,1,,1,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/3/2009,8.5,1811,1810,0,0,0,,40,32,,210,220,0,17.9,21.9,,,,,1,,,,,,,,,1,,1,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/4/2009,6.26,2358,1628,0.57,3.5,0,,38,30,,130,190,0,17,25.1,1,1,,,1,,,,1,,,,,1,,1,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/5/2009,13.87,406,404,0.04,0,3,,46,34,,200,180,0,23.9,34.9,1,,,,1,,,,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/6/2009,16.55,2309,2035,1.22,0,0,,53,42,,220,220,0,29.1,40,1,,,,1,,,,,,1,1,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/7/2009,17.67,146,2359,2.29,0,0,,52,50,,210,210,0,25.9,38,1,,,,1,,,,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/8/2009,16.33,1324,1325,0.03,0,0,,50,37,,220,220,0,29.1,36.9,,,,,1,,,,,,,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/9/2009,10.07,2019,2104,0,0,0,,43,36,,200,180,0,17.9,23,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/10/2009,8.95,2121,1438,0.14,0,0,,44,39,,190,130,0,14.1,21.9,1,,,,1,,,,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/11/2009,7.38,239,306,0.03,0,0,,48,44,,180,190,0,15,21,1,1,,,1,,,1,1,,,1,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/12/2009,4.47,1322,1322,0.08,0,0,,49,46,,210,220,0,10.1,13,1,1,,,1,,,,,,1,1,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/13/2009,3.8,1920,1919,0,0,0,,46,40,,20,30,0,8.9,13,1,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/14/2009,7.83,2121,1038,0,0,0,,42,36,,20,30,0,12.1,16.1,1,,,,,,,,,,1,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/15/2009,4.47,410,1317,0,0,0,,42,35,,30,20,0,8.9,10.1,1,,,,,,1,1,,,1,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/16/2009,5.37,2346,2015,0,0,0,,37,32,,10,30,0,10.1,13,1,1,,,,,1,1,1,,1,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/17/2009,5.82,2154,2155,0,0,0,,44,32,,30,20,0,16.1,16.1,1,1,,,,,,1,1,,1,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/18/2009,2.01,209,100,0,0,0,,51,30,,10,330,0,8.9,12.1,1,,,,,,,,,,1,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/19/2009,1.79,1304,1444,0,0,0,,42,29,,280,160,0,6.9,8.1,1,1,,,,,,1,1,,1,,,,,,,,1,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/20/2009,1.34,2101,2101,0,0,0,,39,30,,50,50,0,6,6.9,1,1,,,,,,,1,,1,,,,,,,,1,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/21/2009,2.24,2047,334,0,0,0,,40,31,,20,10,0,6,8.1,1,1,,,,,1,1,1,,,,,,,,,,1,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/22/2009,4.03,2310,2301,0,0,0,,39,32,,30,40,0,8.9,12.1,1,1,,,,,1,1,1,,1,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/23/2009,4.92,2355,2338,0,0,0,,41,31,,40,30,0,12.1,14.1,1,1,,,,,1,1,1,,1,,,,,,,,1,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/24/2009,2.91,2355,0,0.04,0,0,,41,29,,40,30,0,12.1,13,1,1,,,1,,1,1,1,,,,,1,,1,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/25/2009,12.3,1911,1925,0.02,0.1,0,,35,29,,20,30,0,19.9,23,1,,,,,,1,1,,,1,,,1,,1,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/26/2009,6.04,400,122,0,0,0,,39,25,,20,20,0,13,15,,,,,,,,1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/27/2009,11.41,1405,1404,0.09,0.1,0,,42,30,,200,200,0,23.9,30,1,1,,,1,,,,1,,,,,1,1,1,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/28/2009,5.14,252,141,0,0,0,,46,37,,200,200,0,14.1,17,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/29/2009,5.82,941,850,0,0,0,,47,35,,180,180,0,10.1,13,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/30/2009,8.05,1701,1621,0,0,0,,49,31,,200,190,0,21.9,31.1,1,1,,,1,,,1,1,,,,,1,,,,,1,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/31/2009,5.14,44,43,0.02,0,0,,45,34,,200,210,0,15,17.9,,,,,1,,,,,,,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/1/2009,5.37,2344,2351,0,0,0,,43,33,,200,200,0,14.1,16.1,,,,,1,,,,,,,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/2/2009,4.92,835,834,0,0,0,,52,38,,190,190,0,13,17.9,,,,,,,,,,,,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/3/2009,2.68,2249,1838,0,0,0,,55,32,,130,150,0,8.1,13,1,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/4/2009,4.25,304,303,0,0,0,,63,36,,120,120,0,12.1,13,,,,,,,,1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/5/2009,4.7,2059,2100,0.01,0,0,,49,38,,230,230,0,12.1,15,,,,,1,,,,,,,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/6/2009,8.05,1013,1013,0.04,0,0,,44,38,,340,340,0,16.1,19.9,1,,,,1,,,,,,1,1,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/7/2009,1.79,1317,1314,0,0,0,,42,32,,360,360,0,8.9,12.1,1,1,,,,,,1,1,,1,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/8/2009,6.04,2327,2326,0.01,0,0,,44,32,,210,210,0,21.9,29.1,1,1,,,1,,,,1,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/9/2009,8.5,112,109,0.06,0.1,0,,41,33,,190,170,0,21,28,1,,,,,,,,,,1,,,1,,1,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/10/2009,8.95,1219,2232,0.24,0.3,0,,39,31,,120,90,0,15,23.9,1,,,,1,,,,,,,,,1,1,1,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/11/2009,7.61,1328,1316,0,0,0,,46,32,,10,20,0,17.9,21.9,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/12/2009,7.16,2245,2244,0,0,0,,46,31,,100,100,0,17.9,23.9,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/13/2009,12.3,1351,1526,0,0,0,,45,34,,10,10,0,21,23,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/14/2009,4.92,501,501,0,0,0,,47,35,,30,30,0,14.1,15,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/15/2009,10.51,1033,1033,0.05,0,0,,46,33,,10,10,0,16.1,17.9,,,,,1,,,,,,,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/16/2009,12.53,1516,1516,0,0,0,,48,34,,350,350,0,17.9,21.9,1,1,,,,,,,1,,1,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/17/2009,5.14,1157,1110,0,0,0,,50,39,,210,210,0,13,19.9,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/18/2009,3.58,2017,2038,0,0,0,,54,35,,20,20,0,12.1,13,1,,,,,,,,,,1,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/19/2009,7.38,2040,2110,0,0,0,,51,33,,20,10,0,14.1,16.1,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/20/2009,4.25,2150,2149,0,0,0,,52,30,,20,20,0,10.1,12.1,1,1,,,,,1,1,,,1,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/21/2009,5.82,740,1849,0,0,0,,55,33,,30,100,0,13,15,,,,,,,,,,,,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/22/2009,4.92,2025,1920,0.07,0,0,,57,43,,100,110,0,13,16.1,,,,,1,,,,,,,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/23/2009,5.14,1701,1700,0.23,0,0,,57,44,,130,140,0,16.1,17.9,1,,,,1,,,,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/24/2009,12.97,139,138,0.34,0,0,,48,44,,180,180,0,23,29.1,1,,,,1,,,,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/25/2009,13.2,1518,1521,0.25,0,0,,45,32,,230,210,0,23,31.1,1,,,1,1,,,,,,1,,,1,,1,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/26/2009,6.93,927,4,0.21,2.1,2,,38,26,,340,240,0,14.1,17.9,1,,,1,1,,,,,,,,,1,,1,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/27/2009,6.26,2308,2017,0,0,0,,47,34,,110,110,0,14.1,19.9,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/28/2009,8.95,2155,2154,0,0,0,,54,38,,80,80,0,16.1,21,,,,,1,,,,,,,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/1/2009,7.83,1725,1725,0.3,0,0,,57,44,,120,120,0,17.9,25.1,1,,,,1,,,,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/2/2009,11.41,405,529,0.11,0,0,,57,44,,230,160,0,30,38.9,1,,,,1,,,,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/3/2009,6.04,1840,1838,0.24,0,0,,55,42,,40,40,0,23,30,1,,,,1,,,,,,,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/4/2009,7.16,2325,2351,0.03,0,0,,46,40,,220,210,0,25.1,34.9,,,,,1,,,,,,,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/5/2009,10.07,207,206,0.05,0,0,,45,34,,220,220,0,31.1,38.9,1,,,1,1,,,1,,,,,,1,,1,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/6/2009,5.59,2231,1925,0,0,0,,45,28,,140,110,0,12.1,17.9,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/7/2009,13.42,535,1626,0.08,0.3,0,,45,31,,190,230,0,25.1,32,1,,,,,,,,,,1,,,1,,1,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/8/2009,4.92,1920,1920,0.32,0,0,,40,30,,20,20,0,12.1,13,1,,,,1,,,,,,1,,,1,,1,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/9/2009,9.4,1602,1558,0.34,2.2,2,,37,31,,350,350,0,19.9,23.9,1,,,,,,,1,,,1,,,1,,1,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/10/2009,5.59,2210,2218,0,0,1,,40,27,,30,10,0,14.1,16.1,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/11/2009,9.84,1527,911,0,0,0,,44,26,,360,350,0,17,31.1,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/12/2009,8.5,1033,1331,0,0,0,,51,29,,10,10,0,15,17,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/13/2009,7.16,2120,2149,0,0,0,,55,33,,220,230,0,17.9,21.9,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/14/2009,12.75,1336,1335,0.49,0,0,,45,38,,190,200,0,23,31.1,1,,,,1,,,,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/15/2009,16.33,1855,1854,0.69,0.5,0,,46,33,,210,200,0,32,47,1,,,,1,,,,,,,,,1,1,1,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/16/2009,11.86,1845,1230,0.29,0,0,,44,35,,200,230,0,25.1,30,1,,,,1,,,,,,,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/17/2009,10.07,929,929,0.29,0,0,,46,35,,190,190,0,21,25.1,1,,,,1,,,,,,1,,,1,,1,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/18/2009,6.04,214,214,0,0,0,,54,38,,330,330,0,25.9,28,,,,,1,,,,,,,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/19/2009,6.71,1209,1107,0.08,0,0,,50,43,,190,200,0,14.1,17.9,1,,,,1,,,1,,,1,1,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/20/2009,9.4,1405,1405,0.12,0,0,,56,36,,240,250,0,29.1,38,1,,,,1,,,,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/21/2009,3.8,1515,1451,0,0,0,,49,29,,230,210,0,12.1,16.1,1,1,,,,,,1,1,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/22/2009,11.18,1521,1616,0.01,0,0,,49,39,,210,210,0,23,30,,,,,1,,,,,,,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/23/2009,9.4,1204,1200,0.07,0,0,,46,37,,210,220,0,17.9,23,1,,,,1,,,,,,1,1,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/24/2009,14.32,2308,1539,0.01,0,0,,48,40,,230,200,0,25.1,32,1,,,,1,,,,,,1,1,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/25/2009,6.93,14,25,0.05,0,0,,47,38,,220,240,0,21,25.9,,,,,1,,,,,,,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/26/2009,3.58,2358,2354,0,0,0,,52,33,,150,130,0,8.9,14.1,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/27/2009,8.05,2123,2226,0,0,0,,51,41,,220,200,0,16.1,17.9,1,,,,,,,1,,,1,1,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/28/2009,8.5,2113,2112,0.38,0,0,,43,34,,300,280,0,17.9,23.9,1,,,,1,,,,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/29/2009,3.8,1044,1044,0.04,0,0,,50,34,,320,90,0,14.1,33.1,1,,,,,,,,,,1,,,1,1,1,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/30/2009,11.41,2220,2219,0,0,0,,47,38,,210,210,0,21,23.9,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/31/2009,13.2,710,426,0.17,0,0,,48,37,,200,220,0,23,32,1,,1,1,1,,,1,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/1/2009,11.41,2255,2033,0.39,0,0,,46,34,,180,150,0,19.9,28,1,,,,1,,,,,,1,1,,1,,1,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/2/2009,10.29,304,255,0.92,0,0,,46,39,,210,210,0,21.9,32,1,,,,1,,,,,,1,1,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/3/2009,4.92,448,146,0.09,0,0,,50,35,,30,220,0,13,17,1,,,,1,,,1,,,1,,,1,,1,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/4/2009,6.26,1749,2028,0,0,0,,57,33,,350,60,0,12.1,16.1,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/5/2009,5.82,1718,1426,0,0,0,,69,40,,350,290,0,12.1,14.1,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/6/2009,4.03,2052,2053,0,0,0,,70,40,,20,10,0,14.1,16.1,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/7/2009,7.61,1413,1422,0,0,0,,66,43,,350,360,0,14.1,17,,,,,,,,1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/8/2009,9.17,1410,1449,0,0,0,,53,44,,250,250,0,16.1,21.9,,,,,1,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/9/2009,4.25,1747,1211,0.03,0,0,,58,43,,260,170,0,10.1,15,,,,,1,,,,,,,1,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/10/2009,4.92,1311,956,0.02,0,0,,50,44,,200,190,0,8.9,13,,,,,1,,,,,,,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/11/2009,8.5,1254,1202,0.06,0,0,,51,44,,220,210,0,16.1,21,1,,,,1,,,,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/12/2009,11.41,1858,1854,0.83,0,0,,53,43,,210,210,0,23,32,1,,,,1,,,,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/13/2009,11.41,2001,2001,0.32,0,0,,48,37,,100,90,0,19.9,25.1,1,,,1,1,,,,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/14/2009,5.82,905,1535,0.01,0,0,,52,37,,360,350,0,17,19.9,1,,,,1,,,,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/15/2009,4.92,1855,1851,0,0,0,,54,35,,240,250,0,10.1,14.1,1,,,,,,,1,,,1,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/16/2009,5.14,1202,1148,0.01,0,0,,60,37,,240,200,0,13,17,,,,,1,,,,,,,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/17/2009,7.38,1601,1442,0.25,0,0,,60,43,,240,240,0,19.9,23.9,1,,,,1,,,,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/18/2009,4.7,1457,1455,0,0,0,,58,38,,290,290,0,13,15,,,,,,,,1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/19/2009,5.59,305,717,0,0,0,,68,47,,140,110,0,13,28,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/20/2009,4.92,2359,2353,0,0,0,,74,47,,20,20,0,13,15,,,,,,,,1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/21/2009,5.37,1852,1854,0,0,0,,71,48,,10,10,0,17,21,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/22/2009,7.16,1946,1925,0.25,0,0,,53,39,,30,30,0,21,25.1,1,,,,1,,,1,,,1,1,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/23/2009,4.92,1614,1254,0.06,0,0,,54,37,,240,100,0,14.1,23,1,,,,1,,,1,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/24/2009,6.04,2057,1457,0,0,0,,60,37,,230,290,0,10.1,15,1,,,,,,,1,,,1,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/25/2009,7.16,1035,1025,0,0,0,,53,41,,210,200,0,15,21,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/26/2009,6.49,2321,2320,0,0,0,,58,40,,30,30,0,15,17,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/27/2009,8.05,1632,1630,0,0,0,,62,44,,130,120,0,17,21,,,,,1,,,1,,,,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/28/2009,4.7,1831,1830,0.12,0,0,,54,45,,30,30,0,19.9,21.9,,,,,1,,,,,,,,,1,,,,,,,
